1000 100000	
43	559	20
648	467	14
229	469	33
556	721	13
30	237	16
300	910	35
707	670	40
545	699	21
183	654	8
130	660	8
248	101	32
115	950	47
931	100	41
786	4	33
899	142	20
341	94	15
477	758	16
242	367	9
669	597	15
246	120	33
617	131	9
803	945	29
81	946	30
528	742	47
125	2	41
740	783	10
478	620	27
2	655	44
811	873	32
958	404	43
900	874	17
85	728	36
96	219	26
535	830	17
959	667	17
172	53	11
286	33	29
372	335	10
318	803	35
526	179	33
326	289	19
468	44	22
919	336	27
72	291	47
551	71	41
163	777	50
783	694	50
488	325	31
373	760	37
275	752	1
264	970	14
360	583	45
440	326	30
989	741	22
351	299	18
723	248	26
338	349	42
403	756	7
111	288	36
2	166	11
337	320	28
894	106	43
236	892	46
793	725	16
20	705	18
209	605	40
584	142	21
629	432	39
66	100	5
210	342	46
215	201	21
389	169	7
859	984	50
536	575	37
851	61	19
371	200	42
870	21	24
653	781	43
688	111	47
669	698	46
445	871	39
751	820	3
484	521	32
369	430	40
248	685	16
571	726	27
577	881	20
325	170	1
241	835	48
250	508	24
336	263	13
486	4	22
119	798	36
674	409	20
555	837	41
158	807	17
949	659	23
754	471	15
657	32	10
568	413	3
291	895	32
869	602	28
516	913	13
293	421	38
916	131	28
417	600	6
31	608	4
195	927	29
30	139	38
379	302	45
55	237	11
926	271	50
106	113	24
841	550	30
659	574	13
742	164	48
719	530	33
724	26	40
880	147	44
211	863	24
841	202	20
329	831	19
782	251	9
479	56	17
825	893	42
779	340	20
895	837	7
44	896	9
271	39	45
871	464	33
152	367	5
954	894	34
129	594	19
166	463	20
787	955	28
75	336	17
634	884	25
145	93	23
297	703	30
53	249	30
568	191	1
718	902	27
27	548	13
172	771	45
484	221	27
370	940	21
849	697	19
63	598	22
716	744	31
916	970	41
869	427	27
608	698	3
632	496	35
992	616	11
820	281	50
396	319	16
718	285	17
814	861	31
285	13	49
35	434	3
68	908	47
120	738	38
239	745	9
671	631	50
37	565	6
527	770	25
215	983	44
580	606	40
714	640	25
636	874	40
850	952	29
800	674	41
521	136	26
966	130	40
955	297	44
880	196	47
469	407	4
399	524	43
755	895	21
427	450	27
115	158	42
121	872	45
132	20	7
295	797	20
359	235	12
691	885	26
89	102	25
135	583	30
385	624	12
338	151	1
510	105	12
760	168	34
604	960	6
140	222	5
240	505	48
701	9	7
8	203	25
367	537	15
119	394	43
974	626	19
384	386	24
671	6	9
450	504	32
577	65	35
516	557	3
447	931	50
149	464	28
994	764	17
833	200	29
232	388	10
104	768	39
33	996	39
553	800	1
987	104	13
472	369	37
754	502	34
602	433	4
620	290	19
732	521	10
38	173	46
468	452	24
267	906	50
8	126	21
785	634	44
39	944	22
451	37	5
56	719	5
352	771	50
990	584	39
119	388	46
755	210	45
297	530	19
792	560	34
654	661	29
962	285	24
808	304	38
467	829	17
249	537	44
914	500	32
480	119	18
744	509	41
908	877	6
223	201	5
330	555	36
939	737	33
687	28	29
459	52	8
942	263	18
905	454	6
764	470	8
790	758	35
216	468	37
606	608	49
792	131	10
134	984	43
93	1000	46
193	328	37
363	357	28
837	174	4
964	333	47
174	304	21
46	96	23
179	625	33
1000	75	12
302	579	46
564	434	37
270	641	17
412	101	7
516	281	45
105	97	1
850	295	34
372	907	29
448	494	8
749	389	32
320	993	10
161	595	31
388	193	15
307	132	26
781	447	45
105	58	2
592	4	40
46	282	40
549	73	18
632	878	22
770	270	27
607	53	50
316	835	1
335	737	38
538	708	39
949	165	1
154	988	14
615	78	13
498	864	28
548	860	18
48	129	44
426	522	40
987	680	23
710	339	47
851	333	47
183	641	39
414	759	2
275	360	22
339	287	23
347	947	36
334	322	27
500	145	9
713	875	13
745	920	26
56	746	15
866	304	40
547	577	11
959	704	32
478	738	45
88	268	24
453	868	32
513	339	15
284	862	18
89	211	32
355	411	14
428	906	10
20	404	2
192	464	41
787	390	35
307	875	10
758	398	18
291	929	1
355	509	27
636	833	31
214	410	42
467	108	6
33	757	36
758	395	33
5	310	38
21	676	4
759	438	24
5	15	37
611	720	4
470	65	18
850	67	23
355	400	37
746	47	18
29	508	6
145	3	32
36	664	29
402	147	34
206	892	10
532	334	34
144	849	29
92	642	2
184	992	49
806	970	47
596	48	20
617	802	50
55	568	18
306	696	7
437	612	40
289	445	4
30	614	24
733	387	27
501	467	16
217	30	42
494	665	11
121	490	1
957	503	44
799	118	9
502	56	18
451	226	12
641	149	35
575	842	45
169	743	22
242	36	45
921	862	23
668	451	28
871	311	16
120	739	45
598	78	2
873	939	18
826	419	38
907	87	38
75	987	20
328	51	16
235	914	15
428	958	28
669	449	4
787	25	44
50	709	43
223	827	20
628	245	8
688	338	43
988	545	39
389	556	3
809	408	2
104	262	13
698	668	34
163	106	47
642	914	34
442	709	33
426	685	10
2	531	7
91	350	47
600	395	13
186	664	4
2	657	43
281	100	40
759	33	19
657	762	44
306	732	46
314	513	2
919	577	1
236	878	34
939	147	43
974	901	29
200	932	8
703	587	36
407	854	7
232	285	38
195	30	34
490	999	42
111	540	17
473	269	19
631	884	43
444	578	20
593	151	10
492	542	20
916	5	18
67	589	2
805	508	41
55	138	25
232	770	12
487	777	20
148	361	36
826	343	35
680	114	35
611	357	47
144	152	2
247	902	47
173	330	9
835	885	2
84	933	31
317	307	31
32	682	33
339	713	34
663	524	10
61	691	29
697	894	18
950	630	13
4	526	50
168	197	23
603	564	38
969	895	27
221	620	22
623	38	32
446	704	47
272	402	11
306	465	30
138	471	20
805	760	16
661	160	49
261	867	19
548	610	47
89	401	3
181	156	29
596	811	4
587	665	2
308	102	13
757	253	12
948	366	39
109	38	40
240	622	26
377	920	23
407	846	16
498	978	48
453	652	10
492	108	32
959	296	9
847	411	28
856	33	43
32	18	23
488	640	29
223	14	2
587	265	4
707	320	40
3	513	30
443	475	8
809	440	18
339	151	24
919	721	12
414	854	29
286	222	38
489	556	41
827	835	25
292	119	7
208	668	40
45	960	16
349	686	50
532	924	23
163	74	50
970	915	3
479	417	50
64	745	49
392	814	42
522	709	6
374	813	21
436	909	16
719	933	34
969	184	16
768	904	49
901	850	13
460	384	10
686	461	43
547	432	24
865	567	15
739	697	10
16	190	6
131	453	22
464	387	48
711	262	46
538	260	28
131	147	19
16	539	7
811	277	19
740	973	30
380	994	7
330	895	43
265	672	1
208	167	47
151	174	24
196	651	44
689	264	24
534	715	15
761	465	50
194	516	31
622	32	4
750	145	42
794	551	17
118	105	17
457	316	7
587	136	31
555	248	36
737	620	24
959	678	6
439	903	27
157	515	15
973	2	37
710	691	1
68	259	1
898	714	19
921	11	24
397	831	39
606	647	19
894	498	6
133	447	45
920	197	38
732	916	23
390	833	30
248	841	29
246	945	17
140	384	39
776	826	30
552	526	33
873	300	4
581	679	42
404	562	36
256	890	1
354	357	45
761	491	13
723	445	16
477	367	31
833	962	9
332	983	21
660	356	49
722	397	8
589	452	13
546	607	28
420	195	50
302	206	28
415	760	32
892	521	33
189	80	16
637	163	33
19	706	20
791	163	7
29	5	43
372	462	17
137	730	33
498	496	16
62	725	15
616	545	35
573	960	49
37	611	5
86	308	22
798	594	45
959	180	50
718	130	33
583	218	37
629	73	25
334	85	47
727	199	16
978	571	5
565	316	33
648	215	27
230	842	37
980	389	22
310	779	34
901	933	21
759	384	25
874	861	15
184	562	48
320	337	38
679	132	32
193	690	36
68	166	45
654	583	6
243	101	43
595	591	49
476	431	27
321	337	15
474	787	2
225	88	33
685	410	7
275	510	41
190	963	49
451	208	12
638	430	42
586	358	9
558	207	14
972	578	39
345	369	29
713	318	40
882	47	41
469	331	44
46	33	44
591	455	25
41	204	37
1000	91	47
644	657	20
248	630	24
676	862	1
272	566	23
911	789	20
397	351	19
281	205	2
393	701	1
70	876	31
847	975	35
196	516	10
809	535	7
515	763	44
329	690	5
282	649	25
84	648	5
172	6	11
148	659	6
97	544	32
158	243	46
327	39	35
938	665	36
982	232	8
148	946	13
985	890	48
346	481	30
841	685	47
97	128	24
842	664	33
378	761	6
996	144	38
493	184	21
865	776	32
128	603	46
293	922	30
637	619	11
840	246	47
422	968	33
131	691	14
431	539	2
574	896	26
231	562	2
773	463	18
186	955	43
258	846	48
949	800	4
380	417	40
675	826	6
413	251	38
716	232	31
165	974	6
891	38	3
804	440	32
319	120	41
609	780	47
63	91	9
958	647	35
813	826	16
985	410	43
694	116	35
89	71	5
112	44	47
875	427	23
788	295	28
643	79	24
598	349	43
30	81	15
951	638	23
741	933	22
910	946	12
994	476	44
156	458	9
280	132	39
855	785	39
684	298	16
759	954	34
886	459	22
285	144	20
166	443	24
154	838	9
544	999	29
995	963	16
346	87	49
517	349	7
873	900	9
623	554	17
931	451	18
670	103	40
37	177	6
313	323	35
798	887	46
964	554	8
762	47	45
316	680	21
775	829	18
232	47	35
698	513	24
608	229	40
22	102	46
858	222	13
416	133	30
423	166	1
331	777	22
666	786	10
803	493	49
487	871	7
363	376	22
299	223	14
444	850	16
481	872	47
200	806	26
575	291	7
965	87	32
8	799	49
34	77	6
256	334	7
939	733	36
76	176	31
71	54	35
503	589	10
799	15	7
409	243	1
526	947	34
608	27	49
33	554	24
522	590	46
164	919	30
661	973	28
962	924	5
877	68	39
743	559	39
415	133	13
732	229	22
67	136	7
498	114	43
903	196	24
563	224	39
318	162	17
325	964	42
901	353	34
526	330	40
848	126	27
86	826	10
672	548	9
373	40	46
834	960	28
51	344	34
803	984	12
812	297	8
371	486	50
337	5	43
76	464	41
804	569	49
922	2	5
356	995	27
917	166	36
630	485	6
19	874	28
764	921	3
653	382	47
786	27	41
160	592	22
908	704	8
337	422	42
810	546	19
692	241	41
337	724	13
21	20	40
691	757	33
432	160	50
745	798	35
227	883	39
367	282	43
337	979	19
184	973	4
27	700	29
817	785	49
122	683	33
932	766	48
676	979	25
343	405	39
940	687	28
754	689	40
394	178	39
442	500	44
370	439	15
421	520	12
699	649	48
604	789	5
715	41	13
709	244	13
796	677	21
822	259	44
205	952	38
807	731	38
164	412	30
506	67	1
115	463	15
176	320	10
233	72	10
352	599	7
540	496	42
73	548	24
386	928	38
586	447	21
217	176	10
525	980	12
366	332	42
770	266	14
969	552	10
88	224	39
674	688	33
593	169	33
403	339	12
84	955	40
169	268	36
445	206	19
359	706	24
700	461	30
268	698	43
140	983	32
985	864	12
399	878	36
968	921	48
516	69	17
355	449	32
34	879	28
137	501	21
705	568	1
387	639	3
849	669	2
579	580	47
969	608	26
721	131	12
507	498	36
856	376	2
75	328	19
6	877	31
500	184	7
210	9	29
295	218	13
794	54	13
368	676	31
294	571	16
569	534	24
327	793	6
475	930	11
962	626	6
859	857	6
729	890	3
127	780	42
973	754	31
430	113	17
113	750	14
480	843	1
495	168	29
984	370	37
637	143	31
98	835	31
444	590	31
103	152	31
684	946	24
15	41	22
184	292	1
917	797	26
595	241	40
801	391	7
745	264	43
606	124	10
727	952	18
818	168	25
738	901	44
202	26	6
125	526	39
122	459	34
508	811	43
881	254	30
505	125	22
325	626	38
818	396	14
903	922	26
466	141	38
388	833	18
849	54	34
263	326	18
316	618	38
910	650	28
16	905	34
998	33	45
540	183	21
313	541	25
87	642	36
259	487	44
777	68	22
307	730	40
573	732	12
982	29	42
373	274	38
188	695	36
552	205	29
69	204	13
75	878	20
332	492	17
899	95	8
72	916	29
312	149	38
524	363	4
747	66	47
789	574	29
674	314	7
653	136	35
913	224	15
517	286	28
801	428	6
664	470	12
804	822	5
309	920	43
771	110	50
429	906	49
920	655	44
75	218	6
721	315	8
919	851	24
189	695	35
303	88	11
233	625	14
153	255	11
403	783	8
261	568	7
306	917	35
6	29	37
32	237	13
798	55	30
639	423	6
100	255	15
484	32	21
952	726	38
290	679	31
526	51	49
908	790	33
951	367	49
502	830	31
549	267	22
462	699	15
554	793	49
562	6	37
7	443	12
736	248	11
789	72	37
633	615	16
504	134	20
632	165	47
974	902	4
82	66	6
172	56	24
321	694	12
730	595	42
706	62	27
153	625	9
202	573	28
792	282	32
876	953	46
942	417	12
752	872	9
865	302	31
33	87	38
136	413	25
915	899	15
337	505	38
178	703	30
121	326	23
868	460	50
536	307	39
791	486	25
81	698	17
149	888	18
639	58	6
695	422	42
150	882	15
813	231	4
597	101	30
558	692	41
960	971	13
139	163	12
581	678	33
376	30	10
975	924	37
986	908	7
143	396	12
157	282	40
212	410	29
247	185	7
360	745	14
215	543	15
249	772	8
281	693	3
789	1	44
995	977	30
146	67	32
484	306	34
840	200	20
510	147	50
862	836	22
151	711	35
770	142	50
717	890	38
810	107	44
792	102	31
196	829	42
919	83	2
234	523	9
364	283	23
343	401	27
345	349	33
206	11	2
881	476	13
434	888	12
163	651	3
495	168	22
98	220	8
140	832	44
778	156	23
606	530	44
441	590	5
966	749	5
445	988	16
744	209	27
755	766	9
143	65	19
856	250	2
34	501	5
45	334	40
742	587	50
34	245	32
483	300	42
212	955	28
890	484	32
432	949	27
139	230	22
171	565	19
845	154	15
445	336	18
620	500	48
194	43	2
586	893	35
50	976	10
574	86	47
906	759	10
869	327	1
125	16	50
309	10	34
258	642	50
805	355	42
330	906	27
945	52	7
595	271	9
630	202	30
387	27	10
281	573	44
893	139	30
808	691	47
477	836	35
431	751	37
293	37	38
282	684	26
570	947	3
761	342	41
990	370	40
612	477	28
338	450	44
408	1000	15
756	3	3
46	640	17
834	584	10
311	500	9
945	234	18
431	408	13
253	623	16
260	875	30
971	677	13
384	316	27
56	931	10
999	826	37
609	449	30
77	304	27
352	212	40
910	73	17
584	754	6
940	362	17
238	561	43
81	899	39
199	133	46
484	607	49
694	630	29
452	201	17
441	188	45
784	260	27
285	318	41
712	17	35
31	666	38
156	990	1
927	819	30
935	111	48
559	64	34
878	573	8
973	71	39
582	746	12
568	992	33
891	244	48
172	352	24
867	711	22
378	327	33
78	815	47
181	125	36
291	388	19
981	616	10
948	132	11
76	557	17
98	615	7
258	796	43
111	128	8
648	191	21
929	561	32
851	631	30
159	106	44
511	125	35
145	120	24
436	454	43
326	448	12
462	415	50
281	539	32
973	310	4
58	271	31
192	509	36
679	66	50
319	611	6
554	978	46
73	571	23
390	675	14
434	181	36
478	532	4
526	22	38
60	980	6
281	557	50
247	877	47
188	350	8
617	358	44
423	802	41
536	162	35
189	97	47
751	942	24
768	2	22
590	581	15
480	278	18
192	58	38
306	298	48
878	681	45
473	424	47
188	139	37
209	868	44
977	553	27
707	839	10
151	44	4
789	428	6
422	388	44
234	610	7
55	857	23
912	672	31
913	944	35
749	677	16
677	865	20
202	720	39
567	667	26
931	945	37
833	215	1
651	846	27
702	407	25
698	329	11
5	302	43
629	45	26
730	239	30
961	916	7
595	610	9
563	322	21
540	479	41
808	173	45
440	265	42
935	86	36
480	943	24
230	843	41
649	244	39
877	963	45
628	264	22
400	375	44
423	660	19
493	207	15
736	705	24
599	830	2
895	183	2
298	763	30
363	794	12
620	562	12
205	368	28
783	9	21
794	912	24
685	999	40
240	753	27
512	116	48
469	575	9
890	450	36
326	569	3
305	686	26
30	488	29
749	535	50
611	944	32
687	331	26
530	641	1
274	51	10
610	176	39
572	857	49
711	413	1
956	643	27
186	581	26
706	799	21
843	259	36
616	58	47
221	78	36
387	623	16
522	874	43
806	457	42
895	50	49
484	556	39
304	107	24
858	73	32
625	736	6
557	46	42
809	477	24
790	787	38
476	141	20
746	586	16
86	129	18
814	646	42
720	181	24
230	106	21
532	870	45
292	495	14
250	246	17
213	961	12
570	205	37
133	789	6
230	807	47
128	129	21
790	186	8
20	585	43
589	699	16
736	198	43
662	763	1
453	765	47
174	399	9
787	684	41
420	703	20
909	6	13
665	497	19
48	283	13
153	489	9
426	890	4
647	362	31
574	948	43
281	78	19
659	589	13
274	897	12
347	815	37
870	462	1
997	956	41
161	371	36
73	629	43
265	722	41
107	894	34
344	876	16
711	52	11
215	762	2
49	734	3
626	588	30
491	410	38
950	475	11
859	483	17
112	116	48
956	340	35
915	4	4
374	287	16
727	668	13
875	993	39
393	753	32
130	134	22
903	761	12
3	767	39
746	376	46
908	293	42
835	387	29
762	990	35
638	474	13
661	338	24
976	102	10
151	787	38
972	906	7
157	166	36
615	891	49
490	353	49
938	846	47
489	983	11
968	940	25
991	860	17
738	48	23
302	891	20
878	885	1
489	649	4
535	906	7
685	899	33
86	127	14
390	706	20
921	221	37
954	358	30
380	149	19
734	537	26
809	920	35
394	913	26
499	438	8
738	833	3
971	591	38
31	742	21
736	519	21
609	185	22
324	797	17
753	935	2
628	831	49
948	945	2
868	439	22
637	229	29
2	705	40
934	974	47
40	47	17
527	295	6
417	751	11
419	642	37
316	521	4
881	361	35
397	400	29
2	771	33
716	50	7
634	392	18
62	39	31
392	282	48
363	185	12
207	227	32
661	503	16
690	570	27
269	789	41
562	563	9
556	364	34
621	332	49
506	195	21
477	704	38
739	278	26
867	952	28
323	844	21
979	838	24
186	132	21
80	286	19
776	945	45
11	847	4
733	567	5
412	269	10
964	256	14
362	944	26
238	334	3
322	380	15
481	454	32
761	101	22
531	745	5
86	787	41
758	286	31
513	217	42
455	583	42
579	435	48
80	767	21
901	316	33
166	117	34
994	682	30
2	885	32
289	368	16
304	980	7
64	313	24
739	764	31
811	526	28
177	661	41
335	526	19
877	350	20
323	279	38
342	392	44
744	400	22
521	226	12
525	163	36
811	864	16
538	680	17
856	286	27
842	634	41
858	571	28
802	315	40
632	656	38
290	578	36
237	421	50
960	997	40
113	883	1
632	422	23
569	41	9
963	476	47
341	485	28
252	733	14
330	261	8
289	212	37
595	479	42
763	775	2
456	812	18
47	167	5
101	76	35
859	128	28
881	100	37
566	635	31
227	34	24
869	924	21
176	797	25
977	444	28
222	660	39
607	370	22
483	479	3
172	38	29
648	479	3
68	214	25
614	18	16
943	527	35
762	553	5
143	384	49
902	863	15
171	124	4
60	138	41
836	364	40
336	272	5
857	398	25
85	739	3
907	157	38
301	601	46
92	290	10
158	260	20
325	563	39
328	313	39
991	812	35
127	725	3
892	173	47
763	12	21
659	384	40
397	47	39
15	578	26
634	219	42
99	701	4
381	240	8
989	12	37
188	159	43
331	212	5
974	964	13
276	716	4
949	38	41
632	475	8
283	193	35
348	603	18
933	575	45
403	237	10
531	814	43
802	471	1
992	597	2
65	115	15
913	892	18
953	123	1
488	114	48
359	999	13
788	753	50
818	501	25
13	57	6
139	475	20
954	790	24
884	249	46
754	60	33
562	655	13
341	164	28
51	130	24
149	375	6
153	924	11
152	533	41
200	989	24
816	613	48
832	797	50
544	761	13
142	60	35
432	911	11
250	278	30
965	869	26
878	696	16
423	271	5
619	914	11
850	588	20
358	139	22
693	750	4
938	512	30
57	611	19
611	893	47
45	145	34
456	60	28
880	569	41
499	565	34
182	862	39
311	628	4
700	574	41
820	702	32
782	444	25
985	662	43
264	866	47
817	519	45
513	182	45
972	102	21
66	484	13
781	20	48
711	34	6
562	798	18
972	762	10
196	769	18
796	7	24
969	654	47
781	390	38
163	411	12
357	887	37
441	438	17
718	107	45
189	604	10
380	924	33
240	48	41
425	387	7
51	181	44
326	877	17
834	375	6
326	919	17
409	264	48
979	559	4
923	777	34
87	987	21
506	338	3
863	631	6
252	436	36
695	934	6
355	491	44
537	79	26
530	565	17
628	555	10
370	657	47
556	813	22
876	687	48
708	115	28
819	994	21
401	738	20
174	473	27
441	403	26
900	438	30
39	175	43
541	543	4
228	575	8
520	21	39
372	925	8
864	647	30
934	457	46
138	633	12
737	176	48
976	946	38
847	669	21
294	720	43
370	871	11
381	543	13
40	270	32
161	86	35
55	424	48
614	235	33
771	71	22
896	912	43
296	459	1
571	377	12
271	425	37
239	845	27
842	796	13
690	779	27
294	412	38
960	952	18
215	281	22
845	593	5
603	254	34
17	862	2
835	258	20
264	55	6
47	276	48
967	644	45
916	123	16
281	755	42
155	406	49
693	402	3
651	443	3
308	669	36
862	671	10
277	302	37
344	152	37
494	349	38
829	968	39
464	420	9
42	741	14
144	426	28
41	806	36
434	144	41
71	506	7
604	738	18
865	371	12
932	749	40
559	699	15
875	826	22
837	823	29
565	175	30
612	854	32
718	54	10
68	203	43
223	64	8
904	560	27
822	762	16
417	572	48
406	549	9
999	466	19
607	365	13
16	940	41
119	937	9
881	644	47
203	943	8
660	434	19
715	785	3
944	691	24
785	314	32
626	971	45
427	129	28
945	191	3
75	630	22
753	151	30
412	238	31
296	276	3
66	884	29
416	58	45
431	605	44
358	867	41
207	641	44
880	178	8
478	534	48
728	830	50
759	452	47
284	380	37
937	628	8
306	54	21
235	591	45
947	192	3
107	794	10
604	180	14
561	920	4
310	544	10
559	61	25
937	775	16
328	57	21
153	330	19
47	294	50
343	536	46
425	177	17
380	268	30
121	201	10
415	764	24
707	708	39
490	367	10
623	542	48
351	791	9
416	533	5
807	461	25
538	470	35
297	678	22
368	209	10
369	911	22
147	437	34
847	103	3
378	709	2
487	319	18
931	426	49
908	968	2
449	819	39
265	366	17
169	190	20
444	124	39
554	536	48
464	692	37
150	537	12
239	613	5
977	833	11
87	568	44
9	731	36
990	234	15
378	871	15
104	347	12
517	230	50
57	126	33
364	765	49
714	380	36
545	964	46
872	281	50
946	32	16
620	11	9
223	178	17
294	312	42
583	116	2
891	526	27
397	702	1
354	375	43
288	681	49
227	132	22
107	138	30
244	936	46
357	825	5
598	128	24
752	197	28
568	612	47
795	619	1
859	876	16
42	175	19
596	386	8
47	477	7
166	222	14
806	456	34
390	752	7
945	995	48
610	6	14
542	850	50
893	479	2
675	848	36
567	498	24
828	625	4
23	797	3
191	271	3
319	420	50
866	731	25
902	690	4
31	456	20
971	705	22
944	6	14
203	796	26
50	759	30
209	265	11
861	532	8
497	829	28
797	548	15
267	656	37
122	423	34
387	137	9
990	73	17
301	396	2
922	149	34
442	473	48
963	692	28
426	450	40
862	647	23
699	205	34
448	701	24
188	688	3
604	5	9
366	244	1
453	620	12
925	939	47
115	674	28
233	618	4
975	558	8
715	238	48
351	528	6
445	476	38
270	974	37
722	10	22
816	486	16
142	691	8
929	986	8
266	653	28
229	510	44
422	666	37
520	365	9
349	328	1
318	443	47
198	675	22
202	245	14
838	841	2
156	341	49
613	565	18
146	842	25
497	118	33
312	712	35
835	509	45
661	760	43
174	833	23
202	808	18
565	299	39
965	23	20
378	605	31
555	491	39
13	785	27
574	187	43
308	429	46
594	636	41
23	85	48
443	540	41
781	460	41
158	126	43
132	982	50
634	134	6
680	95	19
877	788	9
707	346	36
835	286	1
419	144	22
499	512	36
21	403	12
328	513	21
471	861	35
110	59	44
81	723	10
988	520	39
446	715	43
574	169	5
981	271	24
465	945	45
762	701	22
431	688	32
311	561	2
362	224	32
59	467	10
892	735	17
16	414	7
708	368	43
118	863	25
783	276	34
159	128	35
452	376	11
256	965	20
533	192	25
468	618	33
416	178	39
6	39	34
590	585	21
538	292	36
480	82	3
38	934	34
649	156	13
309	125	37
537	884	42
724	756	28
449	145	43
303	614	28
961	957	35
21	267	5
106	905	2
453	196	20
548	658	30
819	806	49
767	61	31
506	537	29
539	423	9
13	130	37
799	646	17
119	918	13
875	69	39
18	768	30
129	999	19
53	162	33
822	317	19
596	313	34
289	812	37
827	473	48
205	717	7
665	36	42
364	778	18
719	351	16
357	650	21
425	845	12
212	56	48
370	798	15
19	659	38
708	287	1
552	838	34
639	558	8
107	3	50
698	133	22
891	909	15
844	498	48
931	231	21
721	537	48
342	284	7
877	612	2
810	789	12
662	873	2
591	736	48
405	924	43
461	936	30
885	282	22
834	224	43
928	280	42
161	423	30
394	261	1
684	254	24
89	917	47
563	595	42
309	299	35
441	272	8
697	355	30
196	680	20
704	986	32
881	569	6
367	380	6
847	289	23
551	966	26
651	195	21
922	652	16
740	482	33
592	718	45
855	690	28
303	117	31
834	785	8
883	491	3
16	697	48
691	317	45
482	953	6
515	879	7
921	832	33
664	739	30
823	479	3
575	398	41
338	561	14
706	75	23
218	162	46
549	777	50
430	835	49
823	340	2
659	477	19
519	328	12
471	515	44
149	382	4
129	308	35
563	297	36
489	745	21
575	70	31
26	668	28
956	792	6
25	639	18
260	220	48
297	973	37
337	249	24
567	852	4
723	220	40
695	856	33
751	859	38
591	183	32
933	651	48
69	278	32
137	190	26
294	708	34
664	162	26
192	478	50
966	603	21
688	508	32
48	670	31
372	816	24
865	542	11
515	164	4
924	287	7
836	85	36
940	320	34
548	902	47
226	56	48
406	344	34
458	752	20
977	463	2
572	691	15
553	510	47
782	880	32
697	678	4
967	534	33
920	196	50
105	637	37
826	769	25
555	467	45
914	708	1
8	108	19
634	29	17
44	224	26
142	430	25
33	256	4
843	428	29
641	147	30
235	506	26
344	349	43
59	20	41
773	419	41
751	848	25
325	326	39
706	61	10
534	234	18
91	401	38
749	570	7
36	787	30
691	730	44
398	13	23
948	519	3
521	419	38
176	597	36
634	698	3
354	186	27
334	517	22
486	311	28
799	63	47
67	665	50
44	93	41
558	900	43
57	657	14
249	971	35
414	749	16
801	624	26
140	453	29
8	868	31
172	716	31
858	951	30
351	611	5
986	402	33
200	251	9
235	352	49
205	294	30
667	325	10
105	731	50
94	222	7
93	917	17
763	284	35
138	114	26
453	800	16
760	155	32
895	535	4
597	151	11
401	884	11
306	124	40
644	343	34
517	477	5
194	916	31
82	121	25
713	489	23
401	113	33
457	306	46
387	978	34
465	884	46
74	664	26
166	603	3
364	463	16
705	27	41
411	90	31
879	691	8
960	286	39
399	94	50
405	922	31
733	825	14
146	795	30
387	13	31
781	336	14
516	303	4
405	100	7
422	531	38
127	354	11
793	591	25
898	461	30
226	477	31
182	665	50
471	361	16
730	605	26
409	261	12
87	223	30
146	24	2
98	485	9
245	571	28
269	977	10
936	750	10
48	745	28
225	203	1
744	486	28
172	457	40
995	948	16
894	390	50
768	360	8
863	209	19
610	356	13
491	559	48
743	159	35
778	802	22
929	413	48
922	611	6
909	458	26
808	863	39
754	835	17
365	761	45
971	868	32
566	372	26
792	879	5
250	97	28
311	877	43
305	357	37
453	484	18
766	359	13
391	942	41
253	112	10
993	349	4
873	708	3
134	203	8
752	580	13
282	947	31
946	772	44
661	439	19
580	483	17
484	697	18
50	46	30
769	246	21
358	144	5
385	842	6
940	950	24
473	282	15
665	216	33
1	427	32
940	730	10
770	420	45
332	353	41
972	578	14
509	757	41
383	678	40
184	510	44
480	56	7
705	457	28
609	446	47
630	561	10
615	888	48
630	892	43
171	34	29
679	113	34
895	307	8
599	853	29
798	288	32
457	796	5
78	493	28
852	821	20
40	527	37
856	522	14
271	70	20
958	822	7
396	913	17
469	963	24
497	517	18
901	728	30
186	993	23
25	386	20
105	449	4
640	327	10
236	691	34
671	615	16
739	698	39
374	978	36
423	750	40
492	485	31
61	622	19
948	188	30
581	41	29
94	60	37
626	342	18
611	508	16
780	336	24
45	518	38
800	389	35
383	633	12
277	363	1
431	668	7
771	52	41
376	798	35
987	59	25
684	715	12
504	579	42
548	334	4
601	358	42
758	321	50
560	767	48
85	482	9
562	981	3
639	919	38
436	33	28
75	354	19
102	397	29
747	856	18
952	548	48
320	896	25
516	514	7
210	410	7
943	150	25
453	735	31
76	914	49
448	926	32
63	769	38
389	197	41
242	255	47
542	213	37
250	763	42
71	302	46
973	59	22
98	388	9
955	519	32
394	359	19
374	3	2
708	945	24
855	165	48
344	181	18
892	613	25
142	154	50
183	503	6
776	582	25
148	444	13
754	935	2
521	450	43
793	422	29
823	578	20
662	622	1
683	963	5
719	963	25
338	905	37
425	751	13
915	793	5
838	172	23
633	169	4
997	55	48
702	448	36
461	356	32
307	628	25
432	656	24
210	286	3
467	858	43
669	5	13
941	377	18
748	620	35
785	578	21
640	587	24
355	455	15
744	47	43
118	381	18
7	136	38
72	402	42
666	346	16
69	202	46
445	589	12
503	874	33
376	815	5
34	397	13
614	861	30
171	349	39
717	152	32
851	324	18
957	891	10
707	510	40
461	390	21
724	798	23
405	594	24
624	772	19
329	173	16
937	555	44
448	46	18
526	775	7
597	726	1
710	794	39
223	899	22
376	673	36
375	823	18
303	877	45
591	437	8
656	867	9
571	520	17
489	792	27
479	948	13
517	420	28
285	519	6
